,ticker,bought_date,trade_size,bought_price,price,atr,stop_loss,dynamic_stop_loss,profit_exit,dynamic_profit_exit,trade_type,sell_date
19,AWK,2019-05-30,8.0,111.94000244140625,111.94000244140625,1.592015224879027,110.34798721652723,110.34798721652723,116.71604811604332,116.71604811604332,buy,
20,CINF,2019-06-05,16.0,101.5999984741211,101.5999984741211,1.3529936796233497,100.24700479449774,100.24700479449774,105.65897951299114,105.65897951299114,buy,
21,PEAK,2019-06-06,8.0,31.84000015258789,31.84000015258789,0.5697359440688949,31.270264208518995,31.270264208518995,33.54920798479458,33.54920798479458,buy,
22,NEM,2019-06-06,6.0,35.310001373291016,35.310001373291016,0.6943867590546408,34.61561461423638,34.61561461423638,37.393161650454935,37.393161650454935,buy,
23,KMX,2019-06-07,2.0,79.88999938964844,79.88999938964844,1.4224210202708987,78.46757836937753,78.46757836937753,84.15726245046113,84.15726245046113,buy,
24,CPRT,2019-06-07,2.0,74.6500015258789,74.6500015258789,1.3989693822359381,73.25103214364297,73.25103214364297,78.84690967258672,78.84690967258672,buy,
25,NEE,2019-06-10,2.0,203.4199981689453,203.4199981689453,3.117293270097006,200.3027048988483,200.3027048988483,212.77187797923634,212.77187797923634,buy,
26,LEN,2019-06-10,1.0,52.779998779296875,52.779998779296875,1.132754103797903,51.647244675498975,51.647244675498975,56.17826109069058,56.17826109069058,buy,
27,MAA,2019-06-11,2.0,117.06999969482422,117.06999969482422,1.8086315207327839,115.26136817409143,115.26136817409143,122.49589425702257,122.49589425702257,buy,
28,LHX,2019-05-06,16.0,178.5,188.1699981689453,4.077417992095757,174.42258200790425,194.81000861022733,190.73225397628727,208.47513865846201,sell,2019-06-11
29,CME,2019-05-06,12.0,178.14999389648438,198.75,2.660527198327576,175.4894666981568,200.1504110446332,186.1315754914671,212.2687375692254,sell,2019-06-11
30,CBOE,2019-05-29,7.0,107.2699966430664,108.02999877929688,2.062685806065393,105.20731083700102,109.10992963107456,113.45805406126259,117.91020134115132,sell,2019-06-11
31,AWK,2019-05-30,8.0,111.94000244140625,115.37999725341797,1.592015224879027,110.34798721652723,115.67755837891364,116.71604811604332,122.36731875974343,sell,2019-06-11
32,NEM,2019-06-06,6.0,35.310001373291016,34.91999816894531,0.6943867590546408,34.61561461423638,34.98306759606687,37.393161650454935,37.73078988758065,sell,2019-06-11
33,NEM,2019-06-12,106.0,35.470001220703125,35.470001220703125,0.6918278750154553,34.77817334568767,34.77817334568767,37.54548484574949,37.54548484574949,buy,
34,CME,2019-06-13,4.0,196.74000549316406,196.74000549316406,3.3204786947282896,193.41952679843578,193.41952679843578,206.70144157734893,206.70144157734893,buy,
35,VTR,2019-06-17,5.0,68.5999984741211,68.5999984741211,1.2085064807830306,67.39149199333806,67.39149199333806,72.22551791647018,72.22551791647018,buy,
36,CPRT,2019-06-07,2.0,74.6500015258789,73.22000122070312,1.3989693822359381,73.25103214364297,73.48023916337718,78.84690967258672,79.00391188779396,sell,2019-06-17
37,LEN,2019-06-10,1.0,52.779998779296875,52.09000015258789,1.132754103797903,51.647244675498975,52.39506088390495,56.17826109069058,57.01481429652735,sell,2019-06-19
38,ANTM,2019-06-21,2.0,293.760009765625,293.760009765625,5.54514677270952,288.21486299291547,288.21486299291547,310.39545008375353,310.39545008375353,buy,
